User_Id,Age,Gender,City,Account_age_Months,Subscription_Type,Payment_Method,Monthly_Subscription_Fee,Plan_Duration,Auto_Renewal,Daily_Listening_Minutes,Songs_Playes_Per_Day,Weekly_Apps_Opens,Playlists_Created,Podcasts_Listened,Skip_Rate,Offline_Downloads,Last_Login_Days_Ago,Device_Type,App_Rating,Customer_Support_Tickets,Ads_Clicked,Recommendation_Usage,Lifetime_Revenue,Avg_Monthly_Spend,Churn
188,48,Male,Chennai,1,Cancelled,Credit/Debit Card,11,Monthly,No,137,20,26,14,10,32,9,4,Mobile,1,1,8,No,408,8,No
189,38,Male,Chennai,25,Active,UPI,8,Monthly,Yes,241,15,14,7,6,49,5,11,Desktop,3,3,2,Yes,242,8,No
190,25,Male,Ahmedabad,13,Active,Net Banking,9,Monthly,Yes,243,14,2,19,3,23,13,4,Tablet,2,3,13,No,471,15,No
191,31,Male,Hyderabad,44,Active,UPI,9,Monthly,No,158,26,32,4,5,46,43,7,Mobile,3,1,4,Yes,487,14,Yes
192,47,Male,Hyderabad,18,Cancelled,Net Banking,6,Monthly,Yes,275,44,1,4,0,48,50,16,Mobile,5,5,8,No,488,4,Yes
193,30,Female,Bangalore,35,Active,Net Banking,0,Monthly,Yes,98,59,39,2,8,31,31,26,Mobile,1,0,4,No,172,13,Yes
194,48,Male,Bangalore,14,Active,Credit/Debit Card,9,Monthly,Yes,282,53,39,2,10,19,24,19,Mobile,4,3,11,No,187,6,Yes
195,52,Male,Kolkata,16,Active,UPI,2,Quarterly,Yes,94,36,27,6,7,34,23,22,Mobile,4,5,1,Yes,499,4,Yes
196,42,Male,Ahmedabad,17,Cancelled,UPI,3,Yearly,No,14,15,22,13,2,17,3,17,Mobile,3,4,9,Yes,225,0,No
197,48,Male,Bangalore,43,Active,UPI,0,Monthly,Yes,268,34,19,20,8,54,28,21,Mobile,4,2,5,Yes,97,4,Yes
198,35,Female,Ahmedabad,54,Active,UPI,14,Monthly,Yes,247,15,34,6,8,20,22,15,Mobile,3,2,3,No,10,9,Yes
199,43,Male,Mumbai,56,Active,Net Banking,7,Monthly,Yes,246,54,14,10,7,5,48,7,Mobile,3,2,1,Yes,337,10,Yes
200,54,Female,Pune,5,Active,Net Banking,7,Quarterly,Yes,72,52,28,3,7,52,37,1,Desktop,1,0,4,Yes,291,12,No
201,41,Male,Bangalore,18,Active,Credit/Debit Card,10,Quarterly,Yes,236,73,30,6,1,30,15,8,Mobile,2,1,6,Yes,484,15,Yes
202,59,Female,Mumbai,40,Active,Credit/Debit Card,13,Monthly,No,151,63,27,16,0,7,2,20,Mobile,5,0,12,No,65,13,No
203,44,Female,Chennai,40,Active,Net Banking,2,Yearly,No,15,80,24,8,1,22,47,23,Mobile,5,4,8,Yes,499,10,No
204,46,Female,Ahmedabad,26,Cancelled,Credit/Debit Card,7,Monthly,Yes,63,65,37,7,6,9,3,7,Mobile,2,1,11,No,11,6,No
205,57,Male,Bangalore,38,Active,UPI,3,Monthly,Yes,135,52,3,0,5,9,8,3,Mobile,4,1,12,No,227,13,Yes
206,48,Female,Pune,6,Active,Credit/Debit Card,14,Quarterly,No,31,68,2,3,3,7,32,30,Tablet,1,0,4,Yes,478,11,No
207,41,Female,Ahmedabad,47,Active,Net Banking,3,Quarterly,Yes,192,10,32,7,0,10,46,6,Desktop,2,3,15,Yes,257,8,Yes
208,58,Female,Chennai,21,Active,UPI,15,Monthly,No,282,41,24,4,9,39,34,10,Mobile,3,5,12,Yes,492,3,No
209,45,Male,Ahmedabad,45,Active,Credit/Debit Card,9,Monthly,No,29,40,38,15,4,22,1,30,Mobile,4,5,12,No,428,13,Yes
210,31,Female,Mumbai,30,Cancelled,UPI,8,Quarterly,Yes,226,10,6,8,9,37,18,1,Desktop,5,1,10,No,15,13,Yes
211,51,Female,Kolkata,5,Active,UPI,15,Monthly,Yes,201,75,15,14,8,29,23,19,Mobile,1,5,12,No,159,11,Yes
212,25,Female,Bangalore,56,Active,Credit/Debit Card,6,Monthly,No,193,44,22,12,3,12,24,19,Desktop,4,3,8,Yes,173,9,Yes
213,31,Male,Pune,12,Active,UPI,3,Yearly,Yes,127,45,40,13,1,31,3,20,Desktop,3,1,3,Yes,89,5,Yes
214,28,Male,Hyderabad,16,Cancelled,Credit/Debit Card,2,Quarterly,No,60,67,38,7,1,41,49,20,Mobile,1,1,9,No,65,6,Yes
215,55,Female,Chennai,36,Active,UPI,1,Quarterly,Yes,185,72,23,20,0,10,11,6,Desktop,5,3,3,Yes,487,3,No
216,45,Female,Bangalore,20,Active,UPI,8,Monthly,Yes,25,45,16,10,7,40,29,12,Mobile,1,1,5,No,245,5,No
217,59,Female,Kolkata,27,Cancelled,Net Banking,1,Yearly,Yes,271,33,22,16,9,14,14,20,Mobile,2,0,3,No,403,6,No
218,29,Male,Chennai,8,Active,UPI,14,Monthly,Yes,112,15,6,18,5,25,33,25,Mobile,1,1,1,No,494,0,Yes
219,24,Male,Bangalore,30,Active,UPI,14,Quarterly,No,291,12,28,8,5,24,14,10,Mobile,2,1,5,No,196,10,No
220,22,Male,Hyderabad,1,Active,Credit/Debit Card,1,Monthly,Yes,125,23,37,4,2,30,27,12,Mobile,1,1,13,Yes,363,8,No
221,21,Female,Pune,43,Active,Credit/Debit Card,14,Monthly,No,233,10,17,17,4,40,37,19,Mobile,1,5,6,No,99,14,Yes
222,23,Female,Chennai,40,Active,UPI,5,Yearly,No,237,47,36,2,1,22,1,22,Mobile,3,2,10,Yes,298,9,No
223,51,Male,Mumbai,49,Active,Net Banking,0,Quarterly,No,60,78,33,15,3,35,16,14,Mobile,1,3,4,No,255,5,No
224,59,Male,Chennai,43,Cancelled,Credit/Debit Card,12,Monthly,No,121,44,35,10,5,44,4,15,Mobile,4,4,0,Yes,414,10,No
225,52,Male,Bangalore,5,Active,Credit/Debit Card,0,Quarterly,Yes,127,48,39,6,9,27,3,15,Mobile,4,4,3,No,42,7,Yes
226,40,Female,Bangalore,5,Active,UPI,9,Yearly,Yes,195,23,38,0,3,49,43,24,Mobile,4,2,12,No,183,8,Yes
227,23,Female,Pune,52,Cancelled,Net Banking,5,Monthly,Yes,175,26,16,20,1,54,32,1,Desktop,4,2,10,No,72,3,No
228,26,Female,Hyderabad,13,Active,Credit/Debit Card,14,Quarterly,No,69,21,3,4,10,14,30,0,Desktop,5,5,7,Yes,69,9,No
229,55,Female,Mumbai,52,Active,Net Banking,9,Yearly,No,16,47,20,15,2,29,32,28,Tablet,4,0,8,No,486,2,Yes
230,37,Male,Chennai,27,Cancelled,UPI,4,Monthly,Yes,269,55,34,10,10,26,3,25,Mobile,1,4,8,No,107,1,Yes
231,34,Male,Chennai,53,Active,Credit/Debit Card,0,Monthly,No,12,34,25,7,9,17,18,30,Desktop,4,3,10,No,114,0,Yes
232,20,Female,Hyderabad,57,Active,UPI,13,Yearly,Yes,97,54,40,12,9,10,1,21,Mobile,2,5,8,No,22,5,No
233,38,Female,Kolkata,32,Active,Net Banking,15,Yearly,Yes,189,49,2,10,0,19,7,0,Tablet,5,4,14,No,143,7,Yes
234,33,Female,Kolkata,46,Cancelled,Credit/Debit Card,15,Quarterly,No,92,69,31,7,2,11,14,10,Mobile,2,1,2,Yes,271,0,No
235,57,Female,Pune,2,Active,UPI,4,Monthly,No,109,57,18,20,8,13,21,4,Desktop,4,3,1,No,482,6,Yes
236,57,Male,Pune,14,Active,UPI,15,Monthly,Yes,8,31,27,18,4,26,12,21,Mobile,2,1,3,No,119,4,Yes
237,55,Male,Bangalore,58,Active,UPI,15,Quarterly,Yes,168,24,22,6,7,14,32,24,Desktop,1,3,7,Yes,293,13,Yes
238,47,Male,Bangalore,39,Active,UPI,15,Monthly,Yes,52,48,18,12,3,22,40,7,Mobile,2,5,4,Yes,353,3,No
239,18,Female,Hyderabad,11,Active,UPI,10,Yearly,No,219,57,37,8,8,50,46,29,Desktop,4,2,3,No,434,0,Yes
240,41,Female,Kolkata,12,Active,UPI,9,Monthly,Yes,52,18,18,13,6,37,33,29,Mobile,1,1,2,No,128,9,No
241,24,Female,Kolkata,55,Active,Credit/Debit Card,13,Monthly,No,189,13,13,13,1,52,33,18,Mobile,4,1,6,No,214,15,No
242,58,Female,Mumbai,25,Active,Net Banking,7,Monthly,No,76,35,31,4,3,45,7,15,Desktop,4,5,12,Yes,306,15,No
243,22,Male,Bangalore,42,Cancelled,Net Banking,0,Yearly,Yes,99,45,11,10,8,49,11,9,Mobile,3,2,8,Yes,467,11,No
244,27,Male,Kolkata,46,Active,UPI,10,Monthly,Yes,191,75,11,7,4,14,50,24,Mobile,5,3,15,No,300,8,No
245,47,Female,Bangalore,42,Active,Credit/Debit Card,5,Yearly,Yes,292,67,17,4,7,21,1,7,Mobile,5,5,9,Yes,32,4,No
246,31,Male,Ahmedabad,51,Cancelled,Net Banking,14,Yearly,No,10,18,30,5,3,27,19,25,Mobile,1,1,10,No,225,13,No
247,45,Male,Hyderabad,59,Active,UPI,10,Monthly,Yes,232,68,5,13,10,58,17,26,Mobile,5,5,8,Yes,176,9,Yes
248,42,Male,Bangalore,28,Active,UPI,9,Monthly,No,225,34,21,2,8,48,32,21,Tablet,5,3,14,No,30,2,No
249,29,Female,Chennai,42,Cancelled,Net Banking,6,Monthly,Yes,263,76,36,18,8,29,14,5,Mobile,3,1,1,No,433,9,Yes
250,19,Male,Pune,3,Active,Credit/Debit Card,13,Quarterly,Yes,100,54,30,6,9,42,45,15,Mobile,4,4,14,No,91,7,Yes
251,21,Male,Mumbai,17,Active,Net Banking,1,Monthly,Yes,252,36,3,16,9,54,24,6,Mobile,4,4,10,Yes,295,2,Yes
252,30,Male,Chennai,55,Active,Credit/Debit Card,15,Monthly,Yes,179,74,35,18,2,53,49,24,Desktop,2,5,4,Yes,145,1,No
253,53,Male,Mumbai,59,Active,UPI,10,Yearly,Yes,56,75,17,2,0,14,21,14,Desktop,1,5,0,No,355,4,No
254,29,Male,Mumbai,15,Active,UPI,15,Quarterly,Yes,90,48,20,18,1,9,45,9,Mobile,5,0,15,Yes,99,5,Yes
255,43,Female,Mumbai,17,Active,UPI,5,Monthly,Yes,143,43,21,2,9,24,12,10,Mobile,5,5,0,No,462,1,No
256,29,Female,Bangalore,11,Active,Net Banking,11,Monthly,No,95,23,12,3,2,32,3,26,Mobile,1,5,11,Yes,38,8,Yes
257,37,Male,Ahmedabad,12,Active,Net Banking,0,Monthly,Yes,269,13,25,20,2,59,20,26,Mobile,1,2,4,No,202,15,No
258,57,Male,Pune,1,Active,UPI,6,Yearly,No,116,49,24,19,4,6,48,15,Mobile,1,2,4,No,56,8,No
259,60,Male,Bangalore,40,Active,UPI,7,Monthly,No,244,55,7,13,6,43,32,20,Mobile,4,1,8,Yes,194,7,Yes
260,56,Male,Kolkata,1,Active,UPI,11,Monthly,No,273,34,39,1,5,46,38,9,Mobile,5,1,13,Yes,205,1,No
261,51,Female,Hyderabad,13,Active,UPI,4,Quarterly,Yes,270,68,33,3,8,15,20,17,Mobile,5,4,5,Yes,26,15,Yes
262,24,Male,Mumbai,38,Active,Credit/Debit Card,3,Monthly,No,175,79,16,13,5,12,44,4,Mobile,2,1,8,Yes,107,2,Yes
263,56,Male,Chennai,28,Active,UPI,1,Monthly,No,20,76,21,10,3,45,38,22,Mobile,4,0,15,Yes,115,7,No
264,57,Female,Hyderabad,47,Cancelled,UPI,9,Quarterly,No,40,65,2,13,6,56,12,4,Desktop,4,2,10,No,138,2,No
265,27,Male,Ahmedabad,50,Active,UPI,4,Monthly,No,91,38,25,12,3,42,47,8,Tablet,5,5,4,No,165,3,No
266,21,Male,Bangalore,54,Active,Net Banking,12,Monthly,No,49,42,4,11,9,23,6,16,Tablet,5,5,9,Yes,240,10,Yes
267,33,Female,Chennai,1,Cancelled,Credit/Debit Card,8,Monthly,No,222,80,24,18,10,47,41,1,Mobile,2,1,11,Yes,261,12,No
268,22,Female,Chennai,54,Cancelled,Net Banking,10,Monthly,No,234,79,17,13,10,26,19,6,Mobile,2,5,1,No,209,8,No
269,48,Male,Mumbai,48,Cancelled,Net Banking,5,Monthly,No,36,80,5,16,7,19,15,9,Tablet,4,2,0,Yes,392,14,No
270,57,Male,Ahmedabad,29,Active,Credit/Debit Card,7,Quarterly,No,199,19,37,2,4,34,24,19,Mobile,1,0,4,Yes,239,15,Yes
271,43,Female,Hyderabad,28,Active,UPI,1,Quarterly,Yes,200,13,3,11,4,44,48,20,Desktop,4,2,1,No,404,10,No
272,50,Male,Mumbai,30,Active,UPI,1,Monthly,Yes,51,18,7,10,3,9,49,21,Mobile,5,2,10,No,411,11,No
273,39,Male,Bangalore,36,Cancelled,UPI,8,Monthly,Yes,294,60,30,15,8,50,5,10,Mobile,3,4,12,No,8,2,Yes
274,42,Female,Chennai,14,Cancelled,Net Banking,13,Monthly,No,153,51,15,11,1,42,39,14,Mobile,2,3,7,No,413,0,No
275,38,Male,Kolkata,18,Cancelled,UPI,12,Quarterly,Yes,112,60,7,18,9,26,47,29,Mobile,2,4,2,Yes,101,3,No
276,19,Female,Mumbai,14,Active,Credit/Debit Card,14,Quarterly,Yes,82,17,20,0,5,23,46,0,Mobile,1,3,11,Yes,73,8,No
277,57,Male,Ahmedabad,11,Active,Credit/Debit Card,13,Monthly,No,200,52,12,14,7,48,39,21,Tablet,3,2,6,No,443,4,No
278,29,Female,Mumbai,14,Active,UPI,7,Monthly,Yes,273,72,17,3,0,21,18,20,Desktop,4,1,4,No,328,10,Yes
279,33,Male,Ahmedabad,40,Active,UPI,1,Monthly,Yes,55,18,39,20,1,15,22,6,Desktop,5,0,13,No,479,8,No
280,31,Male,Chennai,7,Active,UPI,15,Quarterly,Yes,226,33,9,1,5,22,26,21,Mobile,1,0,11,No,289,6,Yes
281,36,Female,Pune,45,Active,Credit/Debit Card,15,Yearly,No,68,24,1,1,4,56,11,0,Tablet,5,5,10,No,171,8,Yes
282,23,Female,Mumbai,34,Active,UPI,6,Quarterly,No,113,55,5,17,0,6,14,11,Desktop,5,0,3,No,246,0,No
283,47,Female,Chennai,18,Active,UPI,8,Yearly,Yes,113,64,26,13,7,27,31,16,Desktop,2,4,5,No,416,11,No
284,39,Male,Bangalore,39,Active,UPI,14,Quarterly,Yes,154,76,6,3,6,60,20,27,Mobile,2,4,14,No,473,15,No
285,33,Male,Pune,56,Cancelled,UPI,3,Monthly,Yes,92,30,32,2,5,32,50,20,Mobile,3,3,10,No,345,7,No
286,53,Female,Pune,20,Active,Credit/Debit Card,6,Monthly,Yes,272,21,37,17,5,21,25,10,Mobile,5,2,7,Yes,125,4,Yes
287,23,Male,Pune,50,Active,Credit/Debit Card,0,Monthly,Yes,99,8,40,6,0,14,20,3,Mobile,4,2,1,No,431,9,No
288,43,Female,Ahmedabad,46,Active,UPI,7,Monthly,No,300,14,27,6,3,29,6,21,Mobile,2,5,2,No,248,3,Yes
289,39,Female,Hyderabad,30,Cancelled,UPI,2,Quarterly,No,190,37,33,11,8,25,33,14,Mobile,1,2,13,Yes,261,1,No
290,23,Male,Bangalore,44,Active,UPI,6,Quarterly,No,30,22,1,11,8,24,7,25,Mobile,3,4,12,Yes,89,12,Yes
291,22,Male,Kolkata,25,Active,UPI,15,Quarterly,No,34,23,15,5,3,34,31,14,Desktop,3,2,1,No,16,0,Yes
292,52,Male,Ahmedabad,41,Active,Credit/Debit Card,11,Monthly,Yes,263,55,2,15,0,36,18,13,Desktop,3,1,2,No,418,9,No
293,57,Female,Mumbai,60,Active,UPI,8,Quarterly,Yes,229,57,32,1,3,60,24,0,Desktop,1,4,8,No,275,10,No
294,27,Male,Hyderabad,45,Active,UPI,13,Quarterly,Yes,187,21,18,15,4,29,50,20,Mobile,1,2,3,No,212,5,No
295,24,Female,Pune,19,Active,Net Banking,8,Monthly,Yes,6,29,31,18,8,57,40,5,Mobile,3,4,11,No,385,13,No
296,25,Female,Ahmedabad,38,Cancelled,UPI,14,Quarterly,Yes,164,54,7,10,7,35,36,16,Mobile,4,0,14,No,329,3,Yes
297,31,Male,Bangalore,18,Active,Credit/Debit Card,8,Monthly,No,56,48,10,3,3,40,49,11,Mobile,3,3,0,Yes,24,12,No
298,60,Female,Hyderabad,55,Active,Net Banking,1,Monthly,Yes,148,80,5,13,7,48,27,0,Mobile,4,2,12,Yes,465,0,Yes
299,28,Male,Hyderabad,4,Active,Credit/Debit Card,1,Yearly,No,105,80,2,20,10,34,41,15,Desktop,1,4,11,No,336,5,Yes
300,40,Male,Mumbai,51,Active,Credit/Debit Card,4,Monthly,Yes,216,59,10,3,7,14,36,4,Mobile,5,3,7,Yes,52,7,Yes
301,31,Male,Hyderabad,45,Active,UPI,11,Monthly,No,165,71,14,0,9,44,5,24,Mobile,2,2,7,No,124,8,No
302,43,Female,Bangalore,35,Active,UPI,15,Quarterly,No,268,67,8,10,6,21,48,22,Tablet,5,0,9,Yes,447,9,No
303,56,Female,Kolkata,55,Cancelled,Credit/Debit Card,1,Monthly,No,34,52,39,14,0,8,3,17,Mobile,1,1,15,Yes,199,0,Yes
304,34,Male,Bangalore,9,Cancelled,UPI,10,Monthly,Yes,33,29,6,2,3,39,1,18,Mobile,5,3,8,Yes,497,7,Yes
305,33,Male,Ahmedabad,2,Active,Net Banking,1,Monthly,Yes,17,49,5,5,3,54,21,0,Desktop,5,1,4,Yes,116,14,No
306,48,Female,Chennai,7,Active,Credit/Debit Card,9,Monthly,No,260,74,15,4,2,56,6,23,Mobile,5,0,5,Yes,325,15,Yes
307,53,Female,Bangalore,40,Active,UPI,8,Monthly,No,100,53,25,10,4,11,2,1,Desktop,3,3,11,Yes,238,8,No
308,25,Female,Chennai,21,Active,UPI,10,Quarterly,No,11,71,32,10,10,21,9,24,Desktop,2,0,11,Yes,155,13,No
309,18,Male,Mumbai,59,Active,UPI,11,Monthly,Yes,61,22,28,6,8,43,24,20,Mobile,5,0,4,No,413,4,No
310,33,Female,Bangalore,57,Cancelled,Credit/Debit Card,8,Quarterly,Yes,96,9,19,19,2,8,19,17,Mobile,1,2,10,Yes,328,2,Yes
311,21,Female,Bangalore,20,Cancelled,Net Banking,2,Quarterly,Yes,113,57,21,7,4,21,9,0,Mobile,2,5,1,Yes,20,12,Yes
312,60,Female,Chennai,47,Active,UPI,15,Monthly,Yes,257,7,27,4,3,17,46,8,Mobile,4,2,2,No,205,11,Yes
313,51,Male,Kolkata,13,Active,UPI,2,Yearly,Yes,88,44,15,6,6,19,22,7,Tablet,5,0,15,No,377,3,Yes
314,25,Female,Ahmedabad,53,Active,UPI,14,Monthly,No,105,66,30,18,2,60,42,26,Tablet,3,5,13,No,45,7,No
315,29,Male,Ahmedabad,17,Cancelled,UPI,12,Quarterly,No,127,77,5,5,0,33,18,8,Mobile,1,0,5,Yes,395,14,Yes
316,45,Male,Hyderabad,56,Cancelled,UPI,0,Monthly,Yes,65,45,29,1,8,21,10,11,Mobile,4,5,0,No,352,1,Yes
317,18,Male,Pune,37,Active,Credit/Debit Card,5,Quarterly,Yes,208,54,15,7,4,20,38,28,Mobile,3,0,0,No,396,12,No
318,51,Female,Ahmedabad,13,Cancelled,UPI,14,Monthly,Yes,284,74,5,16,10,56,17,25,Mobile,2,5,7,No,228,13,Yes
319,25,Female,Ahmedabad,47,Active,Net Banking,0,Monthly,Yes,169,10,30,7,0,48,36,29,Mobile,1,4,1,No,145,2,No
320,26,Male,Bangalore,41,Active,UPI,10,Monthly,Yes,230,23,11,9,1,44,36,30,Mobile,5,3,5,No,259,8,Yes
321,40,Male,Pune,20,Active,Credit/Debit Card,8,Quarterly,No,57,9,22,3,0,29,44,20,Mobile,2,2,2,No,73,12,Yes
322,31,Male,Ahmedabad,5,Cancelled,Credit/Debit Card,6,Monthly,Yes,218,19,23,15,8,57,45,1,Mobile,2,0,1,No,434,15,Yes
323,44,Male,Bangalore,53,Cancelled,Net Banking,2,Monthly,Yes,73,48,39,5,8,17,47,28,Desktop,1,5,9,Yes,121,15,Yes
324,52,Male,Pune,30,Active,UPI,10,Yearly,No,111,46,20,14,1,28,19,10,Mobile,1,0,5,Yes,190,3,Yes
325,60,Female,Kolkata,5,Cancelled,Net Banking,4,Monthly,Yes,258,61,19,16,4,13,13,0,Mobile,4,2,3,Yes,10,14,Yes
326,36,Female,Hyderabad,53,Cancelled,UPI,11,Monthly,No,151,13,36,17,5,27,36,25,Mobile,1,4,0,No,170,2,No
327,26,Male,Hyderabad,22,Active,Credit/Debit Card,6,Monthly,Yes,125,68,5,1,10,15,43,29,Tablet,2,1,4,Yes,307,2,No
328,44,Male,Bangalore,55,Active,UPI,15,Quarterly,Yes,248,61,20,13,2,32,13,19,Mobile,5,5,7,No,102,7,Yes
329,39,Male,Mumbai,57,Active,Credit/Debit Card,2,Yearly,No,246,51,33,18,0,6,21,26,Mobile,1,5,2,No,230,4,No
330,51,Female,Mumbai,28,Cancelled,UPI,9,Quarterly,Yes,136,66,22,9,7,40,50,17,Tablet,2,5,0,Yes,334,6,No
331,35,Female,Hyderabad,10,Active,UPI,10,Monthly,Yes,158,67,1,13,5,34,10,10,Mobile,5,0,0,Yes,121,0,Yes
332,28,Male,Hyderabad,44,Active,Credit/Debit Card,12,Monthly,Yes,186,75,18,15,5,43,17,15,Mobile,2,4,10,Yes,85,5,Yes
333,19,Male,Pune,4,Active,UPI,15,Monthly,No,18,25,6,12,4,33,16,11,Desktop,3,1,7,No,354,2,No
334,41,Male,Chennai,1,Cancelled,UPI,8,Monthly,No,17,49,24,0,1,10,10,9,Mobile,3,5,13,Yes,292,13,Yes
335,34,Male,Pune,59,Active,UPI,14,Monthly,No,84,20,15,0,6,38,33,28,Mobile,3,1,8,Yes,306,1,No
336,25,Male,Ahmedabad,36,Active,UPI,5,Monthly,No,133,74,9,19,7,40,6,24,Mobile,5,0,11,No,444,11,Yes
337,25,Male,Ahmedabad,55,Active,UPI,5,Quarterly,No,30,25,38,5,6,24,22,21,Mobile,2,0,12,Yes,214,12,No
338,30,Female,Ahmedabad,13,Cancelled,UPI,12,Monthly,No,60,70,33,15,3,7,22,15,Tablet,4,5,9,Yes,307,3,Yes
339,34,Male,Hyderabad,60,Active,UPI,3,Quarterly,No,226,75,24,15,6,36,3,30,Mobile,4,5,4,Yes,365,13,No
340,38,Female,Bangalore,14,Active,UPI,1,Yearly,No,35,22,4,11,8,6,3,3,Mobile,4,5,9,No,67,11,No
341,59,Female,Hyderabad,40,Active,Net Banking,2,Yearly,Yes,151,19,22,18,9,60,13,5,Mobile,3,2,15,No,393,15,Yes
342,31,Female,Ahmedabad,46,Active,UPI,15,Yearly,No,34,52,24,18,2,51,29,7,Mobile,5,1,3,Yes,334,13,Yes
343,33,Female,Pune,36,Active,Net Banking,5,Quarterly,Yes,165,72,35,14,10,36,33,26,Mobile,2,4,2,Yes,467,0,Yes
344,18,Female,Bangalore,27,Active,UPI,9,Quarterly,Yes,215,70,23,13,6,13,31,27,Desktop,3,4,12,Yes,401,4,Yes
345,37,Female,Mumbai,35,Cancelled,Net Banking,1,Monthly,No,255,60,39,9,10,49,12,21,Mobile,3,5,15,Yes,350,8,Yes
346,39,Male,Chennai,6,Cancelled,UPI,14,Quarterly,Yes,290,9,23,0,7,45,34,12,Desktop,5,1,12,No,54,11,Yes
347,22,Female,Bangalore,4,Active,UPI,13,Monthly,Yes,75,26,1,3,8,51,17,29,Mobile,1,2,6,Yes,100,9,Yes
348,57,Female,Bangalore,31,Active,UPI,6,Monthly,Yes,94,38,8,9,9,12,7,2,Mobile,1,1,6,No,159,12,No
349,56,Male,Kolkata,21,Active,Credit/Debit Card,6,Monthly,No,299,76,37,14,3,21,45,19,Mobile,4,2,12,No,193,14,Yes
350,40,Male,Hyderabad,60,Active,UPI,2,Monthly,Yes,228,43,11,15,5,24,5,18,Mobile,3,3,10,No,172,7,Yes
351,30,Male,Kolkata,21,Active,Credit/Debit Card,8,Monthly,Yes,78,72,24,7,8,43,24,0,Mobile,4,0,8,No,26,2,No
352,49,Female,Ahmedabad,18,Cancelled,UPI,10,Monthly,Yes,58,23,25,9,9,47,19,11,Mobile,5,5,9,No,6,12,No
353,50,Male,Mumbai,43,Active,UPI,8,Monthly,No,18,16,16,7,3,42,43,19,Mobile,5,0,6,No,145,1,Yes
354,49,Male,Ahmedabad,7,Cancelled,UPI,8,Monthly,Yes,267,62,4,16,10,45,38,22,Mobile,4,5,1,Yes,337,4,No
355,23,Male,Mumbai,28,Active,Credit/Debit Card,4,Yearly,Yes,18,78,17,14,1,25,28,14,Desktop,3,2,6,Yes,192,1,Yes
356,51,Female,Chennai,40,Active,Net Banking,3,Monthly,Yes,168,12,21,9,6,45,50,14,Mobile,5,3,12,No,157,10,Yes
357,32,Female,Mumbai,17,Cancelled,Credit/Debit Card,9,Monthly,No,75,11,24,9,5,21,28,30,Mobile,3,2,7,No,42,14,No
358,24,Female,Hyderabad,24,Active,UPI,8,Quarterly,No,216,14,39,18,9,45,46,1,Mobile,1,3,11,No,272,4,Yes
359,28,Female,Bangalore,23,Active,Credit/Debit Card,9,Monthly,No,59,9,11,11,0,44,37,22,Mobile,3,0,0,Yes,365,6,No
360,24,Female,Ahmedabad,44,Active,UPI,4,Monthly,Yes,170,32,29,18,10,40,21,18,Mobile,4,1,15,No,271,10,No
361,50,Female,Ahmedabad,21,Active,Credit/Debit Card,8,Monthly,Yes,77,54,30,12,1,48,48,5,Mobile,4,4,11,Yes,404,8,Yes
362,44,Male,Kolkata,58,Active,Credit/Debit Card,10,Quarterly,No,63,38,30,19,4,8,47,18,Desktop,5,1,15,Yes,138,13,Yes
363,53,Male,Mumbai,3,Active,UPI,8,Yearly,No,292,46,23,18,1,33,18,17,Tablet,2,0,12,No,174,6,Yes
364,41,Male,Chennai,12,Cancelled,Credit/Debit Card,12,Yearly,No,91,15,4,13,9,58,7,7,Mobile,3,0,4,No,233,13,Yes
365,45,Male,Kolkata,25,Active,Credit/Debit Card,1,Yearly,Yes,92,60,29,17,10,11,26,14,Desktop,2,5,12,Yes,153,6,No
366,31,Female,Hyderabad,35,Active,Credit/Debit Card,5,Monthly,No,34,20,19,4,6,23,19,23,Mobile,5,0,11,Yes,222,3,No
367,28,Male,Kolkata,24,Active,Credit/Debit Card,13,Monthly,Yes,35,19,4,0,4,48,49,23,Desktop,4,5,6,No,141,5,Yes
368,42,Male,Chennai,57,Active,Net Banking,10,Monthly,Yes,235,44,38,20,2,14,43,26,Desktop,1,4,9,Yes,122,0,No
369,56,Male,Mumbai,44,Active,UPI,11,Monthly,Yes,119,10,35,0,0,51,40,29,Desktop,3,3,7,No,151,13,Yes
370,54,Male,Ahmedabad,21,Active,UPI,13,Monthly,Yes,147,25,36,20,2,24,44,14,Tablet,1,4,9,No,65,5,Yes
371,33,Male,Bangalore,44,Cancelled,UPI,0,Monthly,Yes,158,42,30,9,5,15,10,6,Mobile,5,1,8,Yes,262,7,No
372,39,Female,Ahmedabad,31,Active,UPI,13,Yearly,No,258,59,13,3,10,38,34,11,Mobile,2,5,12,No,258,7,Yes
373,56,Male,Hyderabad,3,Active,UPI,0,Yearly,No,19,7,29,7,5,44,31,5,Mobile,5,1,8,Yes,140,10,No
374,37,Female,Pune,24,Cancelled,UPI,4,Monthly,No,250,5,1,18,1,41,35,13,Mobile,1,5,13,No,282,8,No
375,48,Male,Kolkata,29,Active,UPI,8,Monthly,No,241,18,33,16,1,16,13,21,Tablet,1,0,11,No,228,6,Yes
376,60,Female,Bangalore,49,Active,Net Banking,10,Monthly,Yes,177,9,20,12,4,58,1,12,Mobile,2,3,2,Yes,68,13,Yes
377,22,Female,Bangalore,26,Active,UPI,15,Quarterly,Yes,266,22,37,18,0,32,44,1,Mobile,4,4,11,Yes,177,6,Yes
